Site Name,Site ID,Circuit Purpose,DSR Provider,DSR Provider (Normalized),ARIN Provider,ARIN Provider (Normalized),Match Status,Match Score,Match Reason,DSR Speed,DSR Cost,DSR IP,Matched WAN Port,WAN1 IP,WAN1 ARIN Provider,WAN2 IP,WAN2 ARIN Provider
TXH 33,TXH 33,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 30.0M,$175.56,198.0.88.13,WAN2,172.0.229.77,AT&T,198.0.88.13,Comcast
TXH 33,TXH 33 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,172.0.229.73,WAN1 (Provider Match),172.0.229.77,AT&T,198.0.88.13,Comcast
TXH 34,TXH 34- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,23.126.108.177,WAN1,23.126.108.177,AT&T,143.105.61.89,"SpaceX Services, Inc."
TXH 37,TXH 37,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.188.80.85,WAN1,50.188.80.85,Comcast,75.9.241.201,AT&T
TXH 37,TXH 37 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,75.9.241.201,WAN2,50.188.80.85,Comcast,75.9.241.201,AT&T
TXH 39,TXH 39,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.197.200.25,WAN2,108.65.52.17,AT&T,50.197.200.25,Comcast
TXH 39,TXH 39- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,108.65.52.17,WAN1,108.65.52.17,AT&T,50.197.200.25,Comcast
TXH 41,TXH 41- B,Secondary,Comcast,comcast,AT&T,at&t,No Match,57,"Low similarity (scores: 36, 57, 36)",1000.0M x 1000.0M,$165.01,162.236.70.129,WAN1,162.236.70.129,AT&T,96.73.99.97,Comcast
TXH 43,TXH 43,Primary,Altice West,altice west,Optimum,optimum,Match,95,Canonical match: Optimum,500.0M x 50.0M,$222.23,208.180.223.58,WAN2,108.249.194.9,AT&T,208.180.223.58,Optimum
TXH 43,TXH 43 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,108.249.194.9,WAN1,108.249.194.9,AT&T,208.180.223.58,Optimum
TXH 44,,Primary,Comcast,comcast,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 30.0M,,,WAN1 (Provider Match),50.194.161.17,Comcast,166.168.184.33,Verizon
TXH 45,TXH 45,Primary,Comcast Workplace,comcast workplace,LONE STAR ICE HOUSE,lone star ice house,No Match,40,"Low similarity (scores: 33, 40, 28)",750.0M x 35.0M,$234.45,50.194.168.221,WAN1,50.194.168.221,LONE STAR ICE HOUSE,192.168.2.249,Private IP
TXH 46,TXH 46,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.93.81.173,WAN1,96.93.81.173,Comcast,192.168.0.151,Private IP
TXH 48,TXH 48,Primary,Altice,altice,Optimum,optimum,Match,95,Canonical match: Optimum,500.0M x 50.0M,$212.77,173.219.22.185,WAN1,173.219.22.185,Optimum,192.168.2.131,Private IP
TXH 49,TXH 49,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,74.95.149.213,WAN1,74.95.149.213,Comcast,129.224.198.101,"SpaceX Services, Inc."
TXH 50,TXH 50,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,99.65.252.65,WAN1,99.65.252.65,AT&T,107.80.178.147,AT&T
TXH 51,TXH 51,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.209.113.169,WAN1,50.209.113.169,Comcast,192.168.2.147,Private IP
TXH 52,TXH 52- B,Secondary,Comcast,comcast,AT&T,at&t,No Match,57,"Low similarity (scores: 36, 57, 36)",1000.0M x 1000.0M,$165.01,68.74.126.121,WAN1,68.74.126.121,AT&T,50.210.208.249,Comcast
TXH 53,TXH 53 - B,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.73.110.89,WAN2,108.249.194.5,AT&T,96.73.110.89,Comcast
TXH 53,TXH 53,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,108.249.194.1,WAN1 (Provider Match),108.249.194.5,AT&T,96.73.110.89,Comcast
TXH 54,TXH 54,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.254.126.177,WAN1,50.254.126.177,Comcast,143.105.61.161,"SpaceX Services, Inc."
TXH 55,TXH 55- B,Secondary,"Comcast Cable Communications, LLC",comcast cable communications llc,AT&T,at&t,No Match,50,"Low similarity (scores: 17, 50, 22)",1000.0M x 1000.0M,$165.01,108.223.37.121,WAN1,108.223.37.121,AT&T,96.73.120.17,Comcast
TXH 56,TXH 56- B,Secondary,Comcast,comcast,AT&T,at&t,No Match,57,"Low similarity (scores: 36, 57, 36)",1000.0M x 1000.0M,$165.01,172.10.171.81,WAN1,172.10.171.81,AT&T,96.77.159.245,Comcast
TXH 57,TXH 57,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,500.0M x 30.0M,$175.56,50.188.77.1,WAN1,50.188.77.1,Comcast,192.168.2.188,Private IP
TXH 58,TXH 58,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.68.99.209,WAN2,71.11.244.250,Charter Communications,96.68.99.209,Comcast
TXH 58,TXH 58 -B,Secondary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,71.11.244.250,WAN1,71.11.244.250,Charter Communications,96.68.99.209,Comcast
TXH 59,TXH 59,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,24.242.165.230,WAN1,24.242.165.230,Charter Communications,104.189.98.161,AT&T
TXH 59,TXH 59 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.189.98.161,WAN2,24.242.165.230,Charter Communications,104.189.98.161,AT&T
TXH 60,TXH 60,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.65.229.217,WAN2,104.50.73.57,AT&T,96.65.229.217,Comcast
TXH 60,TXH 60 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.50.73.57,WAN1,104.50.73.57,AT&T,96.65.229.217,Comcast
TXH 61,TXH 61,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 30.0M,$186.18,50.78.223.25,WAN2,108.72.206.121,AT&T,50.78.223.25,Comcast
TXH 61,TXH 61 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,108.72.206.121,WAN1,108.72.206.121,AT&T,50.78.223.25,Comcast
TXH 62,TXH 62,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,24.173.224.254,WAN2,,,24.173.224.254,Charter Communications
TXH 62,TXH 62 -B,Secondary,AT&T Broadband II,at&t,Charter Communications,charter communications,No Match,50,"Low similarity (scores: 23, 50, 31)",1000.0M x 1000.0M,$165.01,108.254.202.153,Unknown,,,24.173.224.254,Charter Communications
TXH 63,TXH 63,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.68.118.181,WAN1,96.68.118.181,Comcast,192.168.0.152,Private IP
TXH 64,,Primary,Comcast,comcast,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 35.0M,,,WAN1 (Provider Match),96.73.126.69,Comcast,192.168.2.111,Private IP
TXH 65,TXH 65- B,Secondary,Comcast,comcast,AT&T,at&t,No Match,57,"Low similarity (scores: 36, 57, 36)",1000.0M x 1000.0M,$165.01,108.210.135.209,WAN1,108.210.135.209,AT&T,50.249.68.153,Comcast
TXH 66,TXH 66,Primary,Comcast Workplace,comcast workplace,PPO CHECK,ppo check,No Match,43,"Low similarity (scores: 31, 43, 31)",750.0M x 35.0M,$234.45,50.197.216.105,WAN2,99.125.139.25,AT&T,50.197.216.105,PPO CHECK
TXH 66,TXH 66 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,99.125.139.25,WAN1,99.125.139.25,AT&T,50.197.216.105,PPO CHECK
TXH 67,TXH 67,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.209.113.113,WAN1,50.209.113.113,Comcast,99.111.250.41,AT&T
TXH 67,TXH 67 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,99.111.250.41,WAN2,50.209.113.113,Comcast,99.111.250.41,AT&T
TXH 68,TXH 68,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.65.254.209,WAN1,96.65.254.209,Comcast,166.246.93.69,Verizon
TXH 69,TXH 69,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,70.113.243.122,WAN2,108.237.33.129,AT&T,70.113.243.122,Charter Communications
TXH 69,TXH 69- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,108.237.33.129,WAN1,108.237.33.129,AT&T,70.113.243.122,Charter Communications
TXH 70,,Primary,Comcast,comcast,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 35.0M,,,WAN1 (Provider Match),96.91.38.197,Comcast,192.168.2.186,Private IP
TXH 71,TXH 71,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,162.201.16.17,WAN1,162.201.16.17,AT&T,192.168.2.220,Private IP
TXH 72,TXH 72,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.209.108.33,WAN2,162.230.160.101,AT&T,50.209.108.33,Comcast
TXH 72,TXH 72- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,162.230.160.97,WAN1 (Provider Match),162.230.160.101,AT&T,50.209.108.33,Comcast
TXH 73,TXH 73,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 30.0M,$175.56,96.79.182.253,WAN1,96.79.182.253,Comcast,192.168.2.142,Private IP
TXH 74,TXH 74,Primary,Altice,altice,Private IP,private ip,No Match,50,"Low similarity (scores: 38, 50, 38)",500.0M x 50.0M,$212.77,208.180.4.110,Unknown,192.168.1.243,Private IP,192.168.0.151,Private IP
TXH 75,TXH 75,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.68.106.113,WAN1,96.68.106.113,Comcast,192.168.0.63,Private IP
TXH 77,TXH 77,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.208.72.229,WAN2,99.29.91.153,AT&T,50.208.72.229,Comcast
TXH 77,TXH 77- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,99.29.91.153,WAN1,99.29.91.153,AT&T,50.208.72.229,Comcast
TXH 78,TXH 78,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 30.0M,$175.56,96.68.115.205,WAN1,96.68.115.205,Comcast,107.221.108.137,AT&T
TXH 78,TXH 78 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,107.221.108.137,WAN2,96.68.115.205,Comcast,107.221.108.137,AT&T
TXH 79,TXH 79,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.88.55.1,WAN1,96.88.55.1,Comcast,166.168.184.64,Verizon
TXH 80,TXH 80,Primary,Comcast Workplace,comcast workplace,FIDELITY NATIONAL TITLE,fidelity national title,No Match,37,"Low similarity (scores: 25, 37, 25)",750.0M x 35.0M,$234.45,23.30.65.17,WAN1,23.30.65.17,FIDELITY NATIONAL TITLE,166.168.231.225,Verizon
TXH 81,TXH 81,Primary,Rise Broadband,rise broadband,"JAB Wireless, INC.",jab wireless inc,No Match,33,"Low similarity (scores: 27, 33, 33)",15.0M x 3.0M,$149.95,216.228.69.228,WAN2,195.252.236.111,Metronet,216.228.69.228,"JAB Wireless, INC."
TXH 81,TXH 81,Secondary,Metronet,metronet,Metronet,metronet,Match,95,Canonical match: Metronet,300.0M x 300.0M,$139.95,195.252.236.111,WAN1,195.252.236.111,Metronet,216.228.69.228,"JAB Wireless, INC."
TXH 82,TXH 82- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,75.51.12.57,WAN2,96.77.139.49,Comcast,75.51.12.57,AT&T
TXH 83,TXH 83,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 30.0M,$186.18,75.148.168.125,WAN1,75.148.168.125,Comcast,192.168.0.151,Private IP
TXH 84,TXH 84,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.209.107.33,WAN1,50.209.107.33,Comcast,99.65.249.25,AT&T
TXH 84,TXH 84 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,99.65.249.25,WAN2,50.209.107.33,Comcast,99.65.249.25,AT&T
TXH 85,TXH 85,Primary,Altice West,altice west,Optimum,optimum,Match,95,Canonical match: Optimum,500.0M x 50.0M,$222.23,173.219.73.189,WAN1,173.219.73.189,Optimum,166.169.67.203,Verizon
TXH 86,,Primary,Comcast,comcast,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 25.0M,,,WAN1 (Provider Match),96.73.122.161,Comcast,192.168.0.151,Private IP
TXH 87,TXH 87,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.73.64.77,WAN2,108.249.192.97,AT&T,96.73.64.77,Comcast
TXH 87,TXH 87 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,108.249.192.97,WAN1,108.249.192.97,AT&T,96.73.64.77,Comcast
TXH 88,TXH 88,Primary,Comcast Workplace,comcast workplace,VESCO BUSINESS PRODUCTS,vesco business products,No Match,30,"Low similarity (scores: 30, 30, 25)",300.0M x 30.0M,$186.18,74.95.150.225,WAN1,74.95.150.225,VESCO BUSINESS PRODUCTS,68.253.20.105,AT&T
TXH 88,TXH 88 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,68.253.20.105,WAN2,74.95.150.225,VESCO BUSINESS PRODUCTS,68.253.20.105,AT&T
TXH 89,TXH 89,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 25.0M,$186.18,96.79.163.117,WAN2,108.249.193.65,AT&T,96.79.163.117,Comcast
TXH 89,TXH 89 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,108.249.193.65,WAN1,108.249.193.65,AT&T,96.79.163.117,Comcast
TXH 90,TXH 90,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.209.113.173,WAN1,50.209.113.173,Comcast,172.10.168.145,AT&T
TXH 90,TXH 90 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,172.10.168.145,WAN2,50.209.113.173,Comcast,172.10.168.145,AT&T
TXH 91,TXH 91,Primary,Livcom,livcom,Telcom Supply,telcom supply,Possible Match,67,"Low confidence (scores: 42, 67, 42)",200.0M x 200.0M,$150.00,8.2.208.171,WAN1,8.2.208.171,Telcom Supply,192.168.2.178,Private IP
TXH 92,TXH 92,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 25.0M,$186.18,96.88.62.237,WAN1,96.88.62.237,Comcast,192.168.0.2,Private IP
TXH 92,TXH 92- B,Secondary,Brightspeed,brightspeed,Private IP,private ip,No Match,44,"Low similarity (scores: 38, 44, 38)",80.0M x 10.0M,$149.99,71.37.162.209,Unknown,96.88.62.237,Comcast,192.168.0.2,Private IP
TXH 93,TXH 93,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,99.50.12.161,WAN1,99.50.12.161,AT&T,50.188.88.125,Comcast
TXH 93,TXH 93 -B,Secondary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,500.0M x 30.0M,$175.56,50.188.88.125,WAN2,99.50.12.161,AT&T,50.188.88.125,Comcast
TXH 94,TXH 94,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 30.0M,$175.56,50.209.110.57,WAN1,50.209.110.57,Comcast,156.47.163.34,"Consolidated Communications, Inc."
TXH 94,TXH 94- B,Secondary,Consolidated Communications,consolidated communications,"Consolidated Communications, Inc.",consolidated communications inc,Match,100,"Fuzzy match (scores: 93, 100, 93)",300.0M x 300.0M,$469.00,156.47.163.34,WAN2,50.209.110.57,Comcast,156.47.163.34,"Consolidated Communications, Inc."
TXH 95,TXH 95,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 25.0M,$186.18,96.65.232.233,WAN2,99.26.235.245,AT&T,96.65.232.233,Comcast
TXH 95,TXH 95- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,99.26.235.241,WAN1 (Provider Match),99.26.235.245,AT&T,96.65.232.233,Comcast
TXH 96,TXH 96,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 30.0M,$186.18,96.85.24.45,WAN1,96.85.24.45,Comcast,192.168.0.151,Private IP
TXH 97,TXH 97,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 200.0M,$165.00,23.126.108.201,WAN1,23.126.108.201,AT&T,96.65.243.249,Comcast
TXH SE Flex DTU,TXH SE Flex DTU,Primary,Comcast Workplace,comcast workplace,Private IP,private ip,No Match,40,"Low similarity (scores: 30, 40, 30)",750.0M x 35.0M,$234.45,50.209.109.209,Unknown,10.1.10.143,Private IP,,
TXHT00,,Primary,Comcast,comcast,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 30.0M,,,WAN1 (Provider Match),75.148.163.185,Comcast,10.0.0.2,Private IP
TXH Training,TXH Training,Primary,Comcast Workplace,comcast workplace,,,No Match,0,No WAN1 ARIN data,300.0M x 30.0M,$175.56,75.148.163.185,Unknown,,,,
TXHW00,TXHW00,Primary,Comcast Workplace,comcast workplace,,,No Match,0,No WAN1 ARIN data,750.0M x 35.0M,$234.45,50.210.214.113,Unknown,,,,
TXHW00,TXHW00 -B,Secondary,AT&T Broadband II,at&t,,,No Match,0,No WAN1 ARIN data,300.0M x 300.0M,$105.01,99.164.140.169,Unknown,,,,
TXL 01,TXL 01,Primary,Altice West,altice west,Optimum,optimum,Match,95,Canonical match: Optimum,500.0M x 50.0M,$222.23,66.76.182.71,WAN2,216.167.143.148,Vexus Fiber,66.76.182.71,Optimum
TXL 01,TXL 01- B,Secondary,Vexus,vexus,Vexus Fiber,vexus,Match,100,Direct normalized match,250.0M x 250.0M,$99.99,216.167.143.148,WAN1,216.167.143.148,Vexus Fiber,66.76.182.71,Optimum
TXL 02,TXL 02,Primary,Altice,altice,Optimum,optimum,Match,95,Canonical match: Optimum,500.0M x 50.0M,$212.77,208.180.110.229,WAN1,208.180.110.229,Optimum,99.27.192.169,AT&T
TXL 02,TXL 02 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,99.27.192.169,WAN2,208.180.110.229,Optimum,99.27.192.169,AT&T
TXL 03,TXL 03,Primary,Altice,altice,Optimum,optimum,Match,95,Canonical match: Optimum,500.0M x 50.0M,$212.77,66.76.255.5,WAN1,66.76.255.5,Optimum,104.1.69.217,AT&T
TXL 03,TXL 03 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.1.69.217,WAN2,66.76.255.5,Optimum,104.1.69.217,AT&T
TXL 04,TXL 04,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,99.27.194.81,WAN1,99.27.194.81,AT&T,149.115.97.73,Vexus Fiber
TXL 04,TXL 04,Secondary,Vexus Fiber,vexus,Vexus Fiber,vexus,Match,95,Canonical match: Vexus Fiber,350.0M x 350.0M,$149.99,149.115.97.73,WAN2,99.27.194.81,AT&T,149.115.97.73,Vexus Fiber
TXL 05,TXL 05,Primary,Vexus,vexus,Vexus Fiber,vexus,Match,100,Direct normalized match,550.0M x 275.0M,$199.99,65.182.82.213,WAN1,65.182.82.213,Vexus Fiber,104.1.71.73,AT&T
TXL 05,TXL 05 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.1.71.73,WAN2,65.182.82.213,Vexus Fiber,104.1.71.73,AT&T
TXM 01,TXM 01,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,107.128.86.113,WAN1,107.128.86.113,AT&T,192.168.2.134,Private IP
TXM 02,TXM 02,Primary,Altice,altice,Optimum,optimum,Match,95,Canonical match: Optimum,500.0M x 50.0M,$212.77,208.180.5.61,WAN1,208.180.5.61,Optimum,104.186.116.57,AT&T
TXM 02,TXM 02 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.186.116.57,WAN2,208.180.5.61,Optimum,104.186.116.57,AT&T
TXM 03,TXM 03,Primary,Altice,altice,AT&T,at&t,No Match,57,"Low similarity (scores: 40, 57, 40)",300.0M x 30.0M,$170.22,208.180.5.183,Unknown,172.7.186.105,AT&T,192.168.1.69,Private IP
TXM 03,TXM 03 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,172.7.186.105,WAN1,172.7.186.105,AT&T,192.168.1.69,Private IP
TXN 01,TXN 01,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,71.42.136.70,WAN1,71.42.136.70,Charter Communications,99.42.195.153,AT&T
TXN 01,TXN 01 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,99.42.195.153,WAN2,71.42.136.70,Charter Communications,99.42.195.153,AT&T
TXO 01,TXO 01,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 200.0M,$165.00,172.13.226.113,WAN1,172.13.226.113,AT&T,160.3.220.222,"CABLE ONE, INC."
TXO 01,TXO 01 -B,Secondary,EB2-CableOne Cable,eb2-cableone cable,"CABLE ONE, INC.",cable one inc,Match,95,Canonical match: Cable One,300.0M x 30.0M,$335.00,160.3.220.222,WAN2,172.13.226.113,AT&T,160.3.220.222,"CABLE ONE, INC."
TXO 02,TXO 02,Primary,Cable One ,cable one,"CABLE ONE, INC.",cable one inc,Match,95,Canonical match: Cable One,300.0M x 50.0M,$229.99,24.116.31.158,WAN1,24.116.31.158,"CABLE ONE, INC.",172.13.227.92,AT&T
TXO 02,TXO 02 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,172.13.227.89,WAN2 (Provider Match),24.116.31.158,"CABLE ONE, INC.",172.13.227.92,AT&T
TXS 00,TXS 00 -B,Secondary,AT&T Broadband II,at&t,,,No Match,0,No WAN1 ARIN data,300.0M x 300.0M,$105.01,104.4.85.177,Unknown,,,,
TXS000,TXS 00,Primary,Spectrum,spectrum,,,No Match,0,No WAN1 ARIN data,750.0M x 35.0M,$244.45,71.78.86.2,Unknown,,,,
TXS 02,TXS 02,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,108.178.107.106,WAN1,108.178.107.106,Charter Communications,76.255.12.57,AT&T
TXS 02,TXS 02 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,76.255.12.57,WAN2,108.178.107.106,Charter Communications,76.255.12.57,AT&T
TXS 05,TXS 05,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,1000.0M x 50.0M,$355.56,97.105.89.22,WAN1,97.105.89.22,Charter Communications,99.165.15.233,AT&T
TXS 05,TXS 05 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,99.165.15.233,WAN2,97.105.89.22,Charter Communications,99.165.15.233,AT&T
TXS 06,TXS 06,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,97.105.186.230,WAN1,97.105.186.230,Charter Communications,108.224.179.105,AT&T
TXS 06,TXS 06 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,108.224.179.105,WAN2,97.105.186.230,Charter Communications,108.224.179.105,AT&T
TXS 07,TXS 07,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,97.105.126.54,WAN1,97.105.126.54,Charter Communications,76.199.50.89,AT&T
