site_name,site_id,circuit_purpose,provider_name,speed,cost,gets_badge,exclusion_reason,wan1_provider,wan2_provider,wan1_arin,wan2_arin,arin_could_help
TXD 25,TXD 25,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,VZW Cell,Charter Communications,Private IP,No
TXD 26,TXD 26 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications Inc,Yes
TXD 26,TXD 26,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications Inc,No
TXD 28,TXD 28,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,Spectrum,AT&T,Charter Communications,No
TXD 29,TXD 29 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 29,TXD 29,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 30,TXD 30,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 30,TXD 30 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 31,TXD 31,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Cell,Charter Communications,Private IP,No
TXD 32,TXD 32 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 32,TXD 32,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 33,TXD 33,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,,Private IP,,No
TXD 34,TXD 34,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,Digi,Charter Communications,Private IP,No
TXD 35,TXD 35,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 35,TXD 35 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 36,TXD 36,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,VZW Cell,Charter Communications,Private IP,No
TXD 37,TXD 37 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 37,TXD 37,Primary,Spectrum,940.0M x 35.0M,355.56,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 38,TXD 38- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXD 38,TXD 38,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXD 39,TXD 39,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 39,TXD 39 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 40,TXD 40,Primary,Spectrum,940.0M x 35.0M,355.56,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXD 40,TXD 40- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXD 41,TXD 41 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 41,TXD 41,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 42,TXD 42 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXD 42,TXD 42,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXD 43,TXD 43,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,VZW Cell,Charter Communications,Private IP,No
TXD 44,TXD 44,Primary,Spectrum,940.0M x 35.0M,355.56,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXD 44,TXD 44 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXD 45,TXD 45 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXD 45,TXD 45,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXD 46,TXD 46 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXD 46,TXD 46,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXD 47,TXD 47,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Longview Cable,AT&T,Longview Cable TV,Yes
TXD 47,TXD 47 -B,Secondary,Longview Cable,500.0M x 30.0M,169.95,Yes,Should get badge,AT&T Broadband II,Longview Cable,AT&T,Longview Cable TV,Yes
TXD 48,TXD 48,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 48,TXD 48 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 51,TXD 51,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXD 51,TXD 51 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXD 52,TXD 52,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 52,TXD 52 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 54,TXD 54,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 54,TXD 54 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 55,TXD 55,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,,VZW Cell,Charter Communications,Private IP,No
TXD 56,TXD 56 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 56,TXD 56,Primary,Spectrum,940.0M x 35.0M,355.56,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 57,TXD 57 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 57,TXD 57,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 58,TXD 58 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXD 58,TXD 58,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXD 59,TXD 59 -B,Secondary,EB2-Frontier Fiber,500.0M x 500.0M,245.00,Yes,Should get badge,Spectrum,EB2-Frontier Fiber,Charter Communications,Frontier Communications,Yes
TXD 59,TXD 59,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,EB2-Frontier Fiber,Charter Communications,Frontier Communications,No
TXD 60,TXD 60,Primary,Spectrum Business,500.0M x 500.0M,1199.00,Yes,Should get badge,Spectrum Business,Verizon Business,Charter Communications,Verizon,No
TXD 61,TXD 61 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 61,TXD 61,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 62,TXD 62,Primary,Cable One,300.0M x 50.0M,229.99,Yes,Should get badge,Cable One,Digi,"CABLE ONE, INC.",Private IP,Yes
TXD 63,TXD 63 -B,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,209.00,Yes,Should get badge,EB2-Windstream Fiber,Cable One,Windstream Communications,"CABLE ONE, INC.",Yes
TXD 63,TXD 63,Primary,Cable One,300.0M x 50.0M,229.99,Yes,Should get badge,EB2-Windstream Fiber,Cable One,Windstream Communications,"CABLE ONE, INC.",Yes
TXD 64,TXD 64 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 64,TXD 64,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 65,TXD 65,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,VZW Cell,AT&T,Private IP,Yes
TXD 66,TXD 66 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 66,TXD 66,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 67,TXD 67,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXD 67,TXD 67 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXD 68,TXD 68,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,VZW Cell,Charter Communications,Private IP,No
TXD 69,TXD 69,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 69,TXD 69 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 70,TXD 70,Primary,Spectrum,940.0M x 35.0M,355.56,Yes,Should get badge,Spectrum,Digi,Charter Communications,Private IP,No
TXD 72,TXD 72,Primary,AT&T Broadband II,500.0M x 100.0M,215.02,Yes,Should get badge,AT&T Broadband II,VZW Cell,AT&T,Private IP,Yes
TXD 73,TXD 73- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 73,TXD 73,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 74,TXD 74 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 74,TXD 74,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 75,TXD 75,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 75,TXD 75 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 76,TXD 76,Primary,Altice,500.0M x 50.0M,212.77,Yes,Should get badge,Contrera,Altice,Private IP,Optimum,No
TXD 77,TXD 77,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,EB2-Frontier Fiber,Charter Communications,Frontier Communications,No
TXD 77,TXD 77 -B,Secondary,EB2-Frontier Fiber,500.0M x 500.0M,245.00,Yes,Should get badge,Spectrum,EB2-Frontier Fiber,Charter Communications,Frontier Communications,Yes
TXD 78,TXD 78,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,VZW Cell,Charter Communications,Private IP,No
TXD 79,TXD 79 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Altice,AT&T Broadband II,Optimum,AT&T,Yes
TXD 79,TXD 79,Primary,Altice,500.0M x 50.0M,212.77,Yes,Should get badge,Altice,AT&T Broadband II,Optimum,AT&T,No
TXD 80,TXD 80,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,Yes,Should get badge,AT&T Broadband II,VZW Cell,AT&T,Verizon,Yes
TXD 81,TXD 81,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,EB2-Frontier,Spectrum,Private IP,Charter Communications,No
TXD 81,TXD 81 -B,Secondary,EB2-Frontier Fiber,500.0M x 500.0M,245.00,Yes,Should get badge,EB2-Frontier,Spectrum,Private IP,Charter Communications,No
TXD 82,TXD 82,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,Yes,Should get badge,AT&T Broadband II,Starlink,AT&T,"SpaceX Services, Inc.",Yes
TXD 83,TXD 83 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXD 83,TXD 83,Primary,Spectrum,940.0M x 35.0M,355.56,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXD 84,TXD 84,Primary,VyVe,500.0M x 50.0M,199.95,Yes,Should get badge,VyVe,Digi,Vyve Broadband,Private IP,Yes
TXD 85,TXD 85,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,VZW Cell,Charter Communications,Private IP,No
TXD 86,TXD 86,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,Accelerated,Charter Communications,Private IP,No
TXD 87,TXD 87,Primary,Frontier FIOS,500.0M x 500.0M,124.99,Yes,Should get badge,Frontier FIOS,,Frontier Communications,Private IP,Yes
TXD 88,TXD 88,Primary,Altice West,500.0M x 50.0M,212.77,Yes,Should get badge,Altice West,AT&T Broadband II,Optimum,AT&T,No
TXD 88,TXD 88 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Altice West,AT&T Broadband II,Optimum,AT&T,Yes
TXD 89,TXD 89,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXD 89,TXD 89 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXD 90,TXD 90,Secondary,CenturyLink/Embarq,40.0M x 5.0M,99.99,Yes,Should get badge,East Texas Broadband,CenturyLink/Embarq,Private IP,CenturyLink,Yes
TXD 90,TXD 90,Primary,East Texas Broadband,300.0M x 300.0M,300.00,Yes,Should get badge,East Texas Broadband,CenturyLink/Embarq,Private IP,CenturyLink,No
TXD 91,TXD 91 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Frontier FIOS,Spectrum,Frontier Communications,Charter Communications,No
TXD 91,TXD 91,Primary,Frontier FIOS,200.0M x 200.0M,79.99,Yes,Should get badge,Frontier FIOS,Spectrum,Frontier Communications,Charter Communications,Yes
TXD 92,TXD 92 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXD 92,TXD 92,Primary,AT&T Broadband II,200.0M x 200.0M,105.00,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXD 93,TXD 93,Primary,Altice West,100.0M x 10.0M,106.67,Yes,Should get badge,Altice West,Starlink,Classic Communications,Private IP,No
TXD 94,TXD 94,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,AT&T,Charter Communications,No
TXD 94,TXD 94 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,AT&T,Charter Communications,Yes
TXD 95,TXD 95,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,VZW Cell,Charter Communications,Private IP,No
TXD 96,TXD 96- B,Secondary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXD 96,TXD 96,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXE 01,TXE 01,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXE 01,TXE 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXE 02,TXE 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXE 02,TXE 02,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXE 03,TXE 03,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXE 03,TXE 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXE 05,TXE 05 -B,Secondary,AT&T Broadband II,100.0M x 100.0M,90.00,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXE 05,TXE 05,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXE 06,TXE 06 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXE 06,TXE 06,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXE 07,TXE 07 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXE 07,TXE 07,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXG 01,TXG 01,Primary,AT&T Broadband II,2000.0M x 2000.0M,240.04,Yes,Should get badge,AT&T Broadband II,Digi,AT&T,AT&T,Yes
TXG 03,TXG 03- B,Secondary,Comcast Workplace,600.0M x 35.0M,234.45,"SpaceX Services,",Yes,Comcast Workplace,,98.97.190.107,Comcast,Should get badge
TXH 01,TXH 01 - B,Secondary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 01,TXH 01,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 02,TXH 02,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 02,TXH 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 03,TXH 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 03,TXH 03,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 10,TXH 10,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 10,TXH 10 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 11,TXH 11- B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,"Comcast Cable Communications, LLC",AT&T Broadband II,Comcast,AT&T,Yes
TXH 12,TXH 12,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 12,TXH 12 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 15,TXH 15,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 15,TXH 15 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 16,TXH 16,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,,Comcast,Private IP,Yes
TXH 17,TXH 17- B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast,AT&T Broadband II,Comcast,AT&T,Yes
TXH 18,TXH 18,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 18,TXH 18 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 20,TXH 20 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 20,TXH 20,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 21,TXH 21 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 21,TXH 21,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 22,TXH 22,Primary,Altice,500.0M x 50.0M,212.77,Yes,Should get badge,Altice,VZW Cell,Optimum,Private IP,No
TXH 24,TXH 24- B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast,AT&T Broadband II,Comcast,AT&T,Yes
TXH 26,TXH 26,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,VZW Cell,Charter Communications,Verizon,No
TXH 27,TXH 27 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 27,TXH 27,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 29,TXH 29 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 29,TXH 29,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 30,TXH 30 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 30,TXH 30,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 31,TXH 31,Primary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 31,TXH 31 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 33,TXH 33 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 33,TXH 33,Primary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 34,TXH 34- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Starlink,AT&T,"SpaceX Services, Inc.",Yes
TXH 37,TXH 37 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 37,TXH 37,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 39,TXH 39,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 39,TXH 39- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 43,TXH 43 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,"AT&T Enterprises, LLC",Optimum,AT&T,Optimum,Yes
TXH 45,TXH 45,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,Digi,LONE STAR ICE HOUSE,Private IP,No
TXH 46,TXH 46,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,Digi,Comcast,Private IP,Yes
TXH 48,TXH 48,Primary,Altice,500.0M x 50.0M,212.77,Yes,Should get badge,Optimum,,Optimum,Private IP,No
TXH 49,TXH 49,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,Starlink,Comcast,"SpaceX Services, Inc.",Yes
TXH 50,TXH 50,Primary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Digi,AT&T,AT&T,Yes
