Site Name,Site ID,Circuit Purpose,DSR Provider,ARIN Provider,Notes Provider,Match Status,Match Score,Match Source,Match Reason,DSR Speed,DSR Cost
TXS 23,TXS 23- B,Secondary,GVTC Communications,"Guadalupe Valley Telephone Cooperative,",GVTC Communications,Match,95,Notes,Direct match with notes,250.0M x 250.0M,$74.95
TXS 24,TXS 24,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
TXS 25,TXS 25,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
TXS 26,TXS 26,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
TXS 26,TXS 26-B,Secondary,GVTC Communications,GVTC-DIALUP DYNAMIC POOL,GVTC Communications,Match,95,Notes,Direct match with notes,500.0M x 250.0M,$249.95
TXS 27,TXS 27,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
TXS 27,TXS 27 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXS 28,TXS 28,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,500.0M x 100.0M,$215.02
TXS 28,TXS 28 -B,Secondary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
TXS 29,TXS 29,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$207.45
TXS 29,TXS 29- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
TXS 30,TXS 30,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$207.45
TXS 30,TXS 30- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
TXS 31,TXS 31,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
TXS 31,TXS 31 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
TXW 01,TXW 01,Primary,Altice,Optimum,Altice,Match,95,Notes,Direct match with notes,500.0M x 50.0M,$212.77
TXW 01,TXW 01 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXW 02,TXW 02,Primary,Altice,Optimum,Altice,Match,95,Notes,Direct match with notes,500.0M x 50.0M,$212.77
TXW 02,TXW 02 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXW 03,TXW 03,Primary,Altice West,Optimum,Optimum,Match,100,ARIN (mapped),Mapped match with ARIN,500.0M x 50.0M,$222.23
TXW 04,TXW 04,Primary,Altice,Private IP,Altice,Match,95,Notes,Direct match with notes,500.0M x 50.0M,$212.77
TXW 04,TXW 04 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXW 05,TXW 05,Primary,Altice,Optimum,Altice,Match,95,Notes,Direct match with notes,500.0M x 50.0M,$212.77
TXW 05,TXW 05 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXW 06,TXW 06,Primary,Altice West,Optimum,Optimum,Match,100,ARIN (mapped),Mapped match with ARIN,500.0M x 50.0M,$222.23
TXW 07,TXW 07,Primary,Altice West,Optimum,Altice West,Match,100,ARIN (mapped),Mapped match with ARIN,500.0M x 50.0M,$222.23
TXW 07,TXW 07 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXW 08,TXW 08,Primary,Harris Broadband,"Grande Communications Networks, LLC",Harris Broadband,Match,95,Notes,Direct match with notes,500.0M x 20.0M,$89.95
TXW 08,TXW 08,Secondary,Unite Private Networks,Unite Private Networks LLC.,Unite Private Networks,Match,95,Notes,Direct match with notes,300.0M x 300.0M,$699.00
TXW 09,TXW 09,Primary,Altice,Optimum,Altice,Match,95,Notes,Direct match with notes,500.0M x 50.0M,$222.23
TXW 09,TXW 09 -B,Secondary,Vexus,NTSC,Vexus,Match,95,Notes,Direct match with notes,100.0M x 100.0M,$99.95
UTS 00,UTS 00,Primary,Zayo Communications,,,No Match,0,,No match found,100.0M x 100.0M,$495.00
UTS 01,UTS 01,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
UTS 02,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
UTS 03,UTS 03,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
UTS 03,UTS 03- B,Secondary,EB2-Lumen DSL,CenturyLink,EB2-Lumen DSL,Match,100,ARIN (mapped),Mapped match with ARIN,140.0M x 20.0M,$151.00
UTS 04,UTS 04,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 25.0M,$186.18
UTS 04,UTS 04- B,Secondary,EB2-Lumen DSL,CenturyLink,EB2-Lumen DSL,Match,100,ARIN (mapped),Mapped match with ARIN,100.0M x 10.0M,$128.00
UTS 05,UTS 05,Primary,Comcast Workplace,Comcast Cable Communications,Comcast Workplace,Match,95,Notes,Direct match with notes,750.0M x 35.0M,$234.45
UTS 05,UTS 05- B,Secondary,Centracom,Private Customer,Centracom,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$350.00
UTS 06,UTS 06,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 25.0M,$186.18
UTS 06,UTS 06- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,80.0M x 10.0M,$128.00
UTS 07,UTS 07- B,Secondary,DSR Lumen DSL,Private IP,Lumen DSL,Match,95,Notes,Direct match with notes,80.0M x 10.0M,$128.00
UTS 09,UTS 09,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
UTS 09,UTS 09- B,Secondary,EB2-Centurylink DSL,MindQuest,EB2-Centurylink DSL,Match,95,Notes,Direct match with notes,100.0M x 10.0M,$128.00
UTS 11,UTS 11- B,Secondary,Centracom,Private Customer,Centracom,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$370.00
UTS 12,UTS 12,Primary,TDS Cable,Frontier Communications,TDS Cable - 3rd Party Cable Ordered Speed,Match,100,Notes (fuzzy),Fuzzy match with notes (100%),500.0M x 100.0M,$209.00
UTS 14,UTS 14,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
UTS 14,UTS 14- B,Secondary,First Digital,"FirstDigital Communications, LLC",First Digital Cell,Match,96,ARIN (fuzzy),Fuzzy match with ARIN (96%),300.0M x 30.0M,$350.00
UTS 15,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,600.0M x 35.0M,
UTS 16,UTS 16- B,Secondary,EB2-Lumen DSL,Crossroads Plaza Associates,EB2-Lumen DSL,Match,95,Notes,Direct match with notes,100.0M x 10.0M,$128.00
UTS 17,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
UTS 18,UTS 18,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
UTS 18,UTS 18- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,100.0M x 10.0M,$128.00
UTS 19,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
UTS 20,UTS 20,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 25.0M,$186.18
UTS 20,UTS 20- B,Secondary,First Digital,Private IP,First Digital Cell,Match,100,Notes (fuzzy),Fuzzy match with notes (100%),500.0M x 35.0M,$230.00
UTS 21,UTS 21,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
UTS 22,UTS 22,Primary,Centracom,Private Customer,Centracom,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$350.00
UTS 22,UTS 22,Secondary,CenturyLink/Qwest,CenturyLink Communications,CenturyLink,Match,95,Notes,Direct match with notes,60.0M x 5.0M,$189.99
UTS 23,UTS 23,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
UTS 24,UTS 24,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,600.0M x 35.0M,$234.45
UTS 24,UTS 24 -B,Secondary,Spanish Fork Community Network,Google,Spanish Fork Community Network,Match,95,Notes,Direct match with notes,1000.0M x 1000.0M,$98.00
UTS 25,UTS 25,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
UTS 25,UTS 25- B,Secondary,Centracom,Private Customer,Centracom,Match,95,Notes,Direct match with notes,100.0M x 40.0M,$250.00
UTS 26,UTS 26- B,Secondary,VZW Cell,InfoWest,Infowest Inc,No Match,0,,No match found,250.0M x 250.0M,$150.00
UTS W01,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,600.0M x 35.0M,
UTSW01,UTSW01,Primary,Comcast Workplace,,,No Match,0,,No match found,750.0M x 35.0M,$234.45
UTS W02,,Primary,DSR Comcast Cable,Private IP,Comcast Cable,Match,95,Notes,Direct match with notes,600.0M x 35.0M,
UTSW02,UTSW02,Primary,Comcast Workplace,,,No Match,0,,No match found,750.0M x 35.0M,$234.45
VAB 01,VAB 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
VAB 02,VAB 02,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
VAB 03,VAB 03,Primary,Verizon FIOS,Verizon,Verizon FIOS,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$149.00
VAB 03,VAB 03 -B,Secondary,Cox Business/BOI,Private IP,Cox Cable,Match,100,Notes (fuzzy),Fuzzy match with notes (100%),300.0M x 50.0M,$266.67
VAB 04,VAB 04,Primary,Verizon FIOS,Verizon,Verizon FIOS,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$149.00
VAB 05,VAB 05,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
VAB 06,VAB 06,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
VAB 06,VAB 06 -B,Secondary,EB2-Verizon Fiber,Verizon,EB2-Verizon Fiber,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$175.00
VAB 07,VAB 07,Primary,Verizon FIOS  ,Verizon,Verizon FIOS,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$149.00
VAB 07,VAB 07 -B,Secondary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 50.0M,$266.67
VAB 08,VAB 08,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
VAB 09,VAB 09,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
VAF 01,VAF 01,Primary,Comcast Workplace,,,No Match,0,,No match found,300.0M x 25.0M,$186.18
VAF 01 - appliance,,Primary,Comcast,Comcast Cable Communications,Comcast,Match,95,Notes,Direct match with notes,250.0M x 25.0M,
VAF 02,VAF 02,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
VAR 00,VAR 00,Primary,Comcast Workplace,,,No Match,0,,No match found,750.0M x 35.0M,$234.45
VAR 01,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
VAR 02,VAR 02,Primary,Comcast Workplace,,23.25.122.238 Failed 2601 5cc 4680 5d70 19d1 Failed WAN 1 Comcast Workplace,Match,100,Notes (fuzzy),Fuzzy match with notes (100%),250.0M x 25.0M,$134.45
VAR 03,VAR 03,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$175.56
VAR 03,VAR 03 -B,Secondary,EB2-Verizon Fiber,Verizon,EB2-Verizon Fiber,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$175.00
VAR 04,VAR 04,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
VAR 05,VAR 05,Primary,EB2-Verizon Fiber,Verizon,EB2-Verizon Fiber,Match,100,ARIN,Direct match with ARIN,500.0M x 500.0M,$245.00
VAR 05,VAR 05 -B,Secondary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,500.0M x 30.0M,$175.56
VAR 06,VAR 06,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
VAR 07,VAR 07,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$186.18
VAT 01,VAT 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
VAT 01,VAT 01 -B,Secondary,Point Broadband,Point Broadband Fiber Holding,Point Broadband,Match,95,Notes,Direct match with notes,300.0M x 300.0M,$139.95
VAW 01,VAW 01,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$175.56
VAW 01,VAW 01- B,Secondary,Lumos Networks,Ntelos - WYBO FTTP Static Range,Lumos Networks,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$120.00
VAW 02,VAW 02,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,1000.0M x 50.0M,$483.34
VAW 03,VAW 03,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
WAE 01,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
WAE 02,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,
WAE 03,WAE 03,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
WAE 03,WAE 03- B,Secondary,Pocketinet Communications,Northwest Open Access Network,Pocketinet Communications,Match,95,Notes,Direct match with notes,100.0M x 100.0M,$144.95
WAE 04,WAE 04,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
WAE 04,WAE 04- B,Secondary,EB2-Ziply Fiber,Private IP,EB2-Ziply Fiber,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$153.00
WAS00,WAS00,Primary,Ziply Fiber,,,No Match,0,,No match found,1000.0M x 1000.0M,$200.00
WAS 01,WAS 01,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
WAS 01,WAS 01 -B,Secondary,EB2-Ziply Fiber,Ziply Fiber,EB2-Ziply Fiber,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$339.00
WAS 02,WAS 02,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 25.0M,$186.18
WAS 04,WAS 04,Primary,Centurylink Fiber-Plus,CenturyLink,CenturyLink,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),500.0M x 500.0M,$530.00
WAS 06,WAS 06,Primary,CenturyLink Fiber Plus,CenturyLink,CenturyLink,Match,100,ARIN,Direct match with ARIN,500.0M x 500.0M,$529.00
WAS 08,WAS 08,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,500.0M x 30.0M,$175.56
WAS 09,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
WAS 11,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
WAS 13,WAS 13,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
WAS 13,WAS 13 -B,Secondary,Astound,Wave Broadband,Astound,Match,95,Notes,Direct match with notes,300.0M x 300.0M,$522.00
WAS 14,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
WAS 15,WAS 15,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,500.0M x 35.0M,$175.56
WAS 17,WAS 17,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
WAS 17,WAS 17 -B,Secondary,EB2-Ziply Fiber,Private IP,EB2-Ziply Fiber | NAM Fiber |,Match,100,Notes (fuzzy),Fuzzy match with notes (100%),500.0M x 500.0M,$168.00
WAS 18,WAS 18,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
WAS 18,WAS 18- B,Secondary,LocalTel,Ziply Fiber,LocalTel,Match,95,Notes,Direct match with notes,1000.0M x 1000.0M,$73.95
WAS 19,WAS 19,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$175.56
WAS 19,WAS 19- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,100.0M x 10.0M,$128.00
WAS 20,WAS 20,Primary,Comcast Workplace,CASEINTEL CORPORATION,Comcast Workplace,Match,95,Notes,Direct match with notes,500.0M x 30.0M,$175.56
WAS 21,WAS 21,Primary,Comcast Workplace,VICTORY STUDIOS,Comcast Workplace,Match,95,Notes,Direct match with notes,750.0M x 35.0M,$234.45
WAS 22,WAS 22,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
WAS 23,,Primary,ComcastAgg CLink,CenturyLink,ComcastAgg CLink,Match,95,Notes,Direct match with notes,10.0M x 1.0M,
WAS 26,WAS 26,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 25.0M,$186.18
WAS 26,WAS 26 -B,Secondary,EB2-Ziply Fiber,Ziply Fiber,EB2-Ziply Fiber,Match,100,ARIN,Direct match with ARIN,500.0M x 500.0M,$168.00
WAS 27,WAS 27,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,500.0M x 30.0M,$175.56
WAS 27,WAS 27,Secondary,CenturyLink/Qwest,CenturyLink,CenturyLink,Match,100,ARIN,Direct match with ARIN,10.0M x 2.0M,$69.99
WAS 28,WAS 28,Primary,Comcast Workplace,RAND L KOLER AND ASSOCIA,Comcast Workplace,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$175.56
WAS 28,WAS 28 -B,Secondary,Astound,Wave Broadband,Astound,Match,95,Notes,Direct match with notes,300.0M x 300.0M,$522.00
WAS 29,WAS 29,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
WAS W00,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,200.0M x 200.0M,
WAV 01,WAV 01,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
WAV 02,WAV 02,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
WAY 01,WAY 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
WDGA01_01,WDGA01_01 -B,Secondary,AT&T Broadband II,,,No Match,0,,No match found,300.0M x 300.0M,$105.01
WDIL01,WDIL01,Primary,AT&T Broadband II,,,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
WDTD 01,,Primary,AT&T,AT&T,AT&T,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,
WDTD 01,,Secondary,ATT,Private IP,ATT,Match,95,Notes,Direct match with notes,100.0M x 10.0M,
WDTD01,WDTD01,Primary,AT&T Broadband II,,,No Match,0,,No match found,1000.0M x 1000.0M,$165.00
WIA 01,WIA 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
WIA 01,WIA 01 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
WIA 02,WIA 02,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
WIA 02,WIA 02 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
WIC 01,WIC 01,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
WIC 01,WIC 01- B,Secondary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
WIE 01,WIE 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
WIE 01,WIE 01 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
WIE 02,WIE 02,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
WIE 02,WIE 02- B,Secondary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
WIG 01,WIG 01,Primary,Spectrum,CINCINNATI TENANT,Spectrum,Match,95,Notes,Direct match with notes,750.0M x 35.0M,$244.45
WIL 01,WIL 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
WIL 01,WIL 01- B,Secondary,MetroNet,Metronet,MetroNet,Match,100,ARIN,Direct match with ARIN,500.0M x 500.0M,$199.95
WIM 01,WIM 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
WIM 02,WIM 02,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
WIM 02,WIM 02 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
