Site Name,Site ID,Circuit Purpose,DSR Provider,ARIN Provider,Notes Provider,Match Status,Match Score,Match Source,Match Reason,DSR Speed,DSR Cost
AZK 01,AZK 01 -B,Secondary,Allo Communications,Customer Public IP Range at KGM01,Allo Communications,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$204.00
AZM 01,AZM 01,Primary,Orbitel Communications,"Orbitel Communications, LLC",Orbitel Communications,Match,95,Notes,Direct match with notes,300.0M x 300.0M,$199.95
AZN 02,AZN 02,Primary,EB2-CableOne Cable,"Cable One, Inc.",CABLE ONE INC.,Match,88,ARIN (fuzzy),Fuzzy match with ARIN (88%),300.0M x 30.0M,$335.00
AZN 03,AZN 03,Primary,Sparklight,"Cable One, Inc.",Sparklight,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$248.75
AZN 04,,Primary,AT&T,AT&T,Frontier,Match,100,ARIN,Direct match with ARIN,20.0M x 20.0M,$830.78
AZN 05,AZN 05,Primary,TransWorld,FAIRNET LLC,TransWorld,Match,100,ARIN (mapped),Mapped match with ARIN,500.0M x 500.0M,$300.00
AZN 06,AZN 06,Primary,Sparklight,"Cable One, Inc.",Sparklight,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$224.29
AZP 00,AZP000,Primary,Cox Business/BOI,,,No Match,0,,No match found,500.0M x 35.0M,$387.24
AZP 01,AZP 01,Primary,Cox Business/BOI,Cox Communications,,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 03,AZP 03 -B,Secondary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 05,AZP 05,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 07,AZP 07,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 08,AZP 08,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 09,AZP 09,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 09,AZP 09- B,Secondary,EB2-Lumen DSL,CenturyLink,EB2-Lumen DSL,Match,100,ARIN (mapped),Mapped match with ARIN,100.0M x 10.0M,$128.00
AZP 10,AZP 10,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 11,AZP 11,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 13,AZP 13,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 14,AZP 14,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 16,AZP 16,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,500.0M x 35.0M,$387.24
AZP 17,AZP 17,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 18,AZP 18,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 18,AZP 18 -B,Secondary,EB2-CenturyLink DSL,CenturyLink,EB2-CenturyLink DSL,Match,100,ARIN,Direct match with ARIN,80.0M x 10.0M,$128.00
AZP 19,AZP 19,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 20,AZP 20,Primary,Saddleback Communications,Saddleback Communications,Saddleback Communications,Match,100,ARIN,Direct match with ARIN,300.0M x 80.0M,$618.75
AZP 21,AZP 21,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,100.0M x 20.0M,$220.22
AZP 21,AZP 21,Secondary,CenturyLink/Embarq,CenturyLink,CenturyLink Embarq,Match,100,ARIN,Direct match with ARIN,80.0M x 10.0M,$209.99
AZP 22,AZP 22,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 22,AZP 22- B,Secondary,EB2-Centurylink DSL,"Ocotillo Technologies, Inc.",EB2-Centurylink DSL,Match,95,Notes,Direct match with notes,100.0M x 10.0M,$128.00
AZP 23,AZP 23,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 24,AZP 24,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 24,AZP 24 -B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,100.0M x 10.0M,$128.00
AZP 25,AZP 25,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 26,AZP 26,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 26,AZP 26- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,100.0M x 10.0M,$128.00
AZP 27,AZP 27,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 27,AZP 27,Secondary,CenturyLink/Qwest,CenturyLink,CenturyLink,Match,100,ARIN,Direct match with ARIN,40.0M x 20.0M,$119.99
AZP 28,AZP 28,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,500.0M x 50.0M,$342.23
AZP 28,AZP 28,Secondary,CenturyLink/Qwest,CenturyLink,CenturyLink,Match,100,ARIN,Direct match with ARIN,140.0M x 20.0M,$189.99
AZP 29,AZP 29,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 29,AZP 29- B,Secondary,EB2-Lumen DSL,CenturyLink,EB2-Lumen DSL,Match,100,ARIN (mapped),Mapped match with ARIN,140.0M x 20.0M,$151.00
AZP 30,AZP 30,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 30,AZP 30- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,100.0M x 10.0M,$128.00
AZP 31,AZP 31,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 32,AZP 32,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$217.78
AZP 33,AZP 33,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 34,AZP 34,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 35,AZP 35,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 36,AZP 36,Primary,Wyyerd Fiber,ZONA COMMUNICATIONS,Wyyerd Fiber,Match,95,Notes,Direct match with notes,2000.0M x 2000.0M,$750.00
AZP 37,AZP 37,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 37,AZP 37,Secondary,CenturyLink/Qwest ,CenturyLink,CenturyLink,Match,100,ARIN,Direct match with ARIN,100.0M x 10.0M,$189.99
AZP 38,AZP 38,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 39,AZP 39,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 41,,Primary,AT&T,AT&T,AT&T,Match,100,ARIN,Direct match with ARIN,20.0M x 20.0M,$830.78
AZP 42,AZP 42,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 43,AZP 43,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 43,AZP 43,Secondary,CenturyLink ,"CenturyLink Communications, LLC",CenturyLink,Match,95,Notes,Direct match with notes,80.0M x 10.0M,$139.99
AZP 44,AZP 44,Secondary,CenturyLink/Embarq,CenturyLink,CenturyLink,Match,100,ARIN,Direct match with ARIN,100.0M x 10.0M,$139.99
AZP 45,AZP 45,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 46,AZP 46,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 46,AZP 46- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,140.0M x 20.0M,$151.00
AZP 47,AZP 47,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 50.0M,$266.67
AZP 48,AZP 48,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 49,AZP 49,Primary,CenturyLink/Qwest,CenturyLink Communications,CenturyLink,Match,95,Notes,Direct match with notes,12.0M x 2.0M,$89.99
AZP 50,AZP 50,Primary,Cox Business/BOI,Cox Communications,,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 51,AZP 51,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 53,AZP 53,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 54,AZP 54,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 54,AZP 54,Secondary,CenturyLink/Qwest,CenturyLink,CenturyLink Qwest,Match,100,ARIN,Direct match with ARIN,100.0M x 10.0M,$149.99
AZP 55,AZP 55,Primary,CenturyLink Fiber Plus,CenturyLink,CenturyLink,Match,100,ARIN,Direct match with ARIN,500.0M x 500.0M,$607.60
AZP 57,AZP 57,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 58,AZP 58,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 59,AZP 59,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZP 60,AZP 60,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom Communications Corporation,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 30.0M,$353.34
AZP 61,AZP 61,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,200.0M x 20.0M,$217.78
AZP 62,AZP 62,Primary,Cox Business/BOI ,Cox Communications,,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZS 01,AZS 01,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZT 01,AZT 01,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZT 02,AZT 02,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZT 02,AZT 02- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,100.0M x 10.0M,$128.00
AZT 03,AZT 03,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZT 06,AZT 06,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
AZT 07,AZT 07,Primary,Cox Business,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,200.0M x 200.0M,$435.00
AZT 09,AZT 09,Primary,Comcast Workplace,Comcast,,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
AZT 10,AZT 10,Primary,Cox Business/BOI,Cox Communications,,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZT 11,AZT 11,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
AZT 12,AZT 12,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZT 12,AZT 12,Secondary,Lumen Qwest,Micro Import Service,Lumen Qwest,Match,95,Notes,Direct match with notes,100.0M x 10.0M,$139.99
AZT 13,AZT 13,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZT 13,AZT 13,Secondary,GTT/ESA2 ADSL,CenturyLink,GTT ESA2 ADSL,Match,100,Notes (fuzzy),Fuzzy match with notes (100%),60.0M x 5.0M,$192.56
AZT 14,AZT 14,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
AZT 14,AZT 14 -B,Secondary,Login,"Login, Inc.",Login Inc.,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),100.0M x 20.0M,$450.00
AZY 01,AZY 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
AZY 02,AZY 02,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
AZY 02,AZY 02- B,Secondary,Allo Communications,Customer Static IP Range at YUM02,Allo Communications,Match,95,Notes,Direct match with notes,1000.0M x 1000.0M,$264.00
CAL000,CAL000,Primary,Frontier FIOS,,,No Match,0,,No match found,500.0M x 500.0M,$59.99
CAL000,CAL000 -B,Secondary,Spectrum,,,No Match,0,,No match found,750.0M x 35.0M,$172.23
CAL 01,CAL 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
CAL 01,CAL 01 -B,Secondary,EB2-Frontier Fiber,Frontier Communications,EB2-Frontier Fiber,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$245.00
CAL 02,CAL 02,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
CAL 02,CAL 02- B,Secondary,Frontier MetroFiber,Frontier Communications,Frontier MetroFiber,Match,95,Notes,Direct match with notes,100.0M x 100.0M,$530.00
CAL 03,CAL 03,Primary,GTT Ethernet,Frontier Communications,GTT Ethernet,Match,95,Notes,Direct match with notes,200.0M x 200.0M,$177.66
CAL 04,CAL 04,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
CAL 04,CAL 04 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
CAL 05,CAL 05,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
CAL 06,CAL 06,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
CAL 07,CAL 07,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
CAL 08,CAL 08 (Formerly Cal 12),Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
CAL 08,CAL 08 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
CAL 09,CAL 09,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
CAL 09,CAL 09 -B,Secondary,EB2-Frontier Fiber,Frontier Communications,EB2-Frontier Fiber,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$245.00
CAL 10,CAL 10,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
CAL 11,CAL 11,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
CAL 12,CAL 12,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
CAL 13,CAL 13,Primary,EB2-Frontier Fiber,Frontier Communications,Frontier Communications,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 1000.0M,$339.00
CAL 14,CAL 14,Primary,One Ring Networks,"Skyriver Communications, Inc.",One Ring Networks | Fixed Wireless |,Match,100,Notes (fuzzy),Fuzzy match with notes (100%),300.0M x 30.0M,$950.00
CAL 15,CAL 15,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
CAL 17,,Primary,Frontier,Frontier Communications,Frontier Communications,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),500.0M x 500.0M,$830.00
CAL 18,CAL 18,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
CAL 19,CAL 19,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 200.0M,$165.00
CAL 20,,Primary,Frontier,Frontier Communications,Frontier Communications,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),500.0M x 500.0M,$830.00
CAL 21,CAL 21,Primary,AT&T Broadband,AT&T,AT&T Broadband,Match,95,Notes,Direct match with notes,45.0M x 6.0M,$85.50
CAL 21,CAL 21 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
CAL 22,CAL 22,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,600.0M x 35.0M,$244.45
CAL 22,CAL 22 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
CAL 23,CAL 23,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,600.0M x 35.0M,$172.23
CAL 23,CAL 23 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
CAL 24,,Primary,Frontier Fios,Frontier Communications,Frontier Communications,Match,83,ARIN (fuzzy),Fuzzy match with ARIN (83%),,$234.45
CAL 24,,Primary,Frontier,Frontier Communications,Frontier Communications,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),500.0M x 500.0M,$830.00
CAL 26,CAL 26,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
CAL 26,CAL 26 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
CAL 28,CAL 28,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
CAL 29,,Primary,Frontier,AT&T,Frontier,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$830.00
CAL 31,CAL 31,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
CAL 33,CAL 33,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
CAL 35,CAL 35,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
CAL 35,CAL 35 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
CAL 37,CAL 37,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
CAL 38,CAL 38,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$207.45
CAL 40,CAL 40,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 200.0M,$165.00
CAL 41,CAL 41,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,1000.0M x 50.0M,$355.56
CAL 41,CAL 41 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
CAL 42,CAL 42,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
CAL 43,CAL 43,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
CAL 43,CAL 43 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
CAL 44,CAL 44,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
CAL 44,CAL 44 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
CAL 46,CAL 46,Primary,EB2-Frontier Fiber,Frontier Communications,EB2-Frontier Fiber,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$245.00
CAL 47,CAL 47,Primary,One Ring Networks ,"Skyriver Communications, Inc.",One Ring Networks,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$950.00
CAL 47,CAL 47 -B,Secondary,EB2-Frontier Fiber,Frontier Communications,EB2-Frontier Fiber,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$245.00
CAL 48,CAL 48,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
CAL 49,CAL 49,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
CAL 49,CAL 49 -B,Secondary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,600.0M x 35.0M,$172.23
CAL 50,CAL 50,Primary,EB2-Frontier Fiber,Frontier Communications,EB2-Frontier Fiber,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$245.00
CAL 50,CAL 50 -B,Secondary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,600.0M x 35.0M,$172.23
CALW01,CALW01,Primary,EB2-Frontier Fiber,,,No Match,0,,No match found,1000.0M x 1000.0M,$339.00
CAN_00,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
CAN_00,,Secondary,AT&T,AT&T,AT&T,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,
CAN00,CAN00,Primary,Comcast Workplace,,,No Match,0,,No match found,300.0M x 30.0M,$186.18
CAN00,CAN00 -B,Secondary,AT&T Broadband II,,,No Match,0,,No match found,300.0M x 300.0M,$105.01
CAN 02,CAN 02,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
CAN 03,CAN 03,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
CAN 03,CAN 03 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
CAN 04,CAN 04,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 25.0M,$186.18
CAN 05,CAN 05,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
CAN 05,CAN 05 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
CAN 07,CAN 07,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
CAN 10,CAN 10,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
CAN 10,CAN 10 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
CAN 11,CAN 11,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
CAN 12,CAN 12,Primary,Etheric Networks,"Etheric Networks, Inc.",Etheric FixedWireless,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),10.0M x 10.0M,$250.00
CAN 13,CAN 13,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 25.0M,$186.18
CAN 13,CAN 13 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
CAN 14,CAN 14,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 25.0M,$186.18
CAN 14,CAN 14 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 200.0M,$165.00
