site_name,csv_site_id,csv_circuit_purpose,csv_provider,csv_speed,csv_monthly_cost,csv_ip_address,db_site_id,db_circuit_purpose,db_provider,db_speed,db_cost,db_ip,db_status,data_source,meraki_network_exists,has_discount_tire_tag,meraki_wan1_provider,meraki_wan1_speed,meraki_wan1_cost,meraki_wan1_ip,meraki_wan2_provider,meraki_wan2_speed,meraki_wan2_cost,meraki_wan2_ip,exclusion_reason,provider_match_status,would_get_dsr_badge
NCC 23,NCC 23,,Spectrum,600.0M x 35.0M,172.23,173.42.94.202,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 23,NCC 23 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,107.210.92.49,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 24,NCC 24,,Spectrum,600.0M x 35.0M,172.23,47.49.183.158,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 24,NCC 24 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,70.132.132.41,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 25,NCC 25,,Spectrum,600.0M x 35.0M,244.45,24.199.160.230,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 25,NCC 25 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,70.231.63.121,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 26,NCC 26,,AT&T Broadband II,1000.0M x 1000.0M,165.01,23.126.1.41,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 26,NCC 26 -B,,Spectrum,600.0M x 35.0M,172.23,24.241.144.174,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 27,NCC 27,,Spectrum,600.0M x 35.0M,244.45,156.19.62.218,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 28,NCC 28,,Spectrum,600.0M x 35.0M,244.45,144.253.15.46,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 28,NCC 28 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,107.207.159.185,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 30,NCC 30,,Spectrum,600.0M x 35.0M,172.23,96.10.47.50,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 33,NCC 33,,Spectrum,600.0M x 35.0M,244.45,70.62.110.186,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 33,NCC 33 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,104.12.18.9,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 35,NCC 35,,Altice,500.0M x 50.0M,212.77,208.180.149.183,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 35,NCC 35 -B,,Metronet,300.0M x 300.0M,129.95,149.154.45.16,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 36,NCC 36,,Spectrum,600.0M x 35.0M,244.45,66.57.79.162,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 36,NCC 36- B,,GreenLight,1000.0M x 1000.0M,109.95,216.210.92.222,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 37,NCC 37,,Spectrum,600.0M x 35.0M,244.45,174.108.204.246,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 37,NCC 37 -B,,MetroNet,300.0M x 300.0M,139.95,216.82.18.25,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 38,NCC 38- B,,MetroNet,1000.0M x 1000.0M,249.95,195.252.194.188,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 39,NCC 39,,Spectrum,600.0M x 35.0M,244.45,24.172.12.190,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 39,NCC 39 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,23.120.26.113,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 40,NCC 40,,Spectrum,600.0M x 35.0M,244.45,24.172.234.246,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 40,NCC 40 -B,,EB2-Windstream Fiber,500.0M x 500.0M,209.0,209.253.208.134,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 41,NCC 41,,Spectrum,600.0M x 35.0M,172.23,173.42.50.238,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 41,NCC 41 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,99.58.164.97,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 42,NCC 42,,AT&T Broadband II,100.0M x 20.0M,90.0,104.13.12.121,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 42,NCC 42 -B,,Spectrum,600.0M x 35.0M,172.23,24.199.176.230,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 43,NCC 43,,Spectrum,600.0M x 35.0M,172.23,47.49.163.174,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 43,NCC 43 -B,,EB2-Windstream Fiber,500.0M x 500.0M,209.0,66.217.75.138,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 44,NCC 44,,Spectrum,600.0M x 35.0M,172.23,174.99.171.30,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 45,NCC 45,,Spectrum,600.0M x 35.0M,172.23,96.10.113.218,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 45,NCC 45- B,,Brightspeed,100.0M x 100.0M,592.0,,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 46,NCC 46,,Spectrum,600.0M x 35.0M,172.23,70.63.76.162,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 46,NCC 46- B,,Windstream,100.0M x 100.0M,550.0,66.217.80.62,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 47,NCC 47,,Spectrum,600.0M x 35.0M,172.23,74.219.25.130,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 47,NCC 47- B,,MetroNet,500.0M x 500.0M,199.95,149.154.24.39,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 48,NCC 48 -B,,Brightspeed,300.0M x 300.0M,931.0,64.158.8.74,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 51,NCC 51,,Altice West,100.0M x 10.0M,106.67,207.192.229.44,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 52,NCC 52,,Spectrum,600.0M x 35.0M,172.23,173.95.111.214,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC 52,NCC 52- B,,Metronet,100.0M x 100.0M,109.95,152.117.99.250,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC W00,NCC W00,,Spectrum,600.0M x 35.0M,244.45,66.57.166.218,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCC00,NCC00 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,45.23.77.145,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCN 01,NCN 01,,Spectrum,600.0M x 35.0M,172.23,24.172.12.22,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NCN 01,NCN 01- B,,Brightspeed,100.0M x 100.0M,189.99,71.37.136.213,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NDG 01,NDG 01,,Midcontinent,500.0M x 50.0M,165.0,24.220.46.162,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEG 01,NEG 01,,Spectrum,600.0M x 35.0M,244.45,71.8.217.226,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEG 01,NEG 01- B,,Allo Communications,1000.0M x 1000.0M,227.0,206.222.219.64,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEL 01,NEL 01,,Spectrum,600.0M x 35.0M,172.23,76.79.25.54,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEL 01,NEL 01- B,,Allo Communications,1000.0M x 1000.0M,223.0,209.50.93.36,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEO 01,NEO 01,,Cox Business/BOI,300.0M x 30.0M,266.67,184.189.175.66,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEO 01,NEO 01 -B,,Great Plains Communications,1000.0M x 300.0M,399.95,64.64.137.13,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEO 03,NEO 03,,Cox Business/BOI,300.0M x 30.0M,266.67,98.171.225.242,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEO 03,NEO 03 -B,,Great Plains Communications,1000.0M x 300.0M,399.95,223.165.98.229,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEO 04,NEO 04,,Cox Business/BOI,300.0M x 30.0M,266.67,72.215.216.179,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEO 04,NEO 04 -B,,Great Plains Communications,1000.0M x 300.0M,399.95,24.223.126.167,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEO 05,NEO 05,,Cox Business/BOI,300.0M x 30.0M,266.67,184.183.225.86,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEO 05,NEO 05- B,,EB2-Centurylink DSL,100.0M x 10.0M,128.0,65.103.170.121,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEO 06,NEO 06,,Cox Business/BOI,300.0M x 30.0M,266.67,184.189.166.231,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEO 06,NEO 06- B,,EB2-Centurylink DSL,100.0M x 10.0M,128.0,65.103.170.65,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEO 07,NEO 07,,Cox Business/BOI,300.0M x 30.0M,266.67,98.179.45.43,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NEO 07,NEO 07- B,,Great Plains Communications,100.0M x 100.0M,199.95,173.240.90.78,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 01,NMA 01,,Comcast Workplace,300.0M x 30.0M,175.56,50.240.15.89,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 01,NMA 01- B,,Unite Private Networks,300.0M x 300.0M,699.0,209.71.136.2,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 02,NMA 02,,Comcast Workplace,300.0M x 30.0M,175.56,50.188.167.53,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 03,NMA 03,,Comcast Workplace,600.0M x 35.0M,234.45,50.77.43.201,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 04,NMA 04,,Comcast Workplace,300.0M x 30.0M,175.56,23.31.114.133,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 04,NMA 04- B,,Unite Private Networks,100.0M x 100.0M,550.0,209.71.136.98,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 05,NMA 05-B,,Comcast Workplace,600.0M x 35.0M,234.45,173.163.241.109,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 05,NMA 05-B- B,,Unite Private Networks,300.0M x 300.0M,699.0,209.71.136.126,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 06,NMA 06,,Comcast Workplace,300.0M x 30.0M,175.56,71.25.95.217,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 07,NMA 07,,Comcast Workplace,1000.0M x 35.0M,282.23,96.92.66.77,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 08,NMA 08,,Comcast Workplace,600.0M x 35.0M,234.45,96.77.28.109,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 09,NMA 09,,SparkLight,300.0M x 30.0M,224.99,67.60.99.2,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 09,NMA 09 -B,,Comcast Workplace,200.0M x 20.0M,134.45,96.72.12.153,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 11,NMA 11,,TDS Cable,300.0M x 30.0M,99.95,24.49.160.42,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 11,NMA 11- B,,Tularosa Basin Telephone Company,100.0M x 100.0M,169.99,66.18.169.141,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 12,NMA 12,,Comcast Workplace,600.0M x 35.0M,234.45,96.77.26.145,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA 13,NMA 13- B,,Unite Private Networks,300.0M x 300.0M,699.0,209.71.136.18,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA Call Center,NMA Call Center,,Comcast Workplace,600.0M x 35.0M,234.45,74.92.206.225,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA00,NMA00,,Comcast Workplace,300.0M x 30.0M,175.56,96.64.151.241,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMA00,NMA00- B,,EB2-Centurylink DSL,100.0M x 10.0M,128.0,168.103.98.137,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMAW00,NMAW00,,Comcast Workplace,600.0M x 35.0M,234.45,96.92.78.213,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMC 01,NMC 01,,Altice West,300.0M x 30.0M,151.12,66.76.20.2,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMC 01,NMC 01- B,,Plateau Telecommunications,500.0M x 500.0M,350.0,68.66.82.53,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMF 01,NMF 01,,Comcast Workplace,600.0M x 35.0M,234.45,23.31.119.25,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMF 01,NMF 01- B,,EB2-Centurylink DSL,100.0M x 10.0M,128.0,168.103.98.122,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMH 01,NMH 01,,Windstream,500.0M x 500.0M,94.99,184.81.233.98,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMH 01,NMH 01- B,,EB2-TDS Cable,300.0M x 30.0M,216.0,184.60.134.66,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NML 01,NML 01,,Comcast Workplace,300.0M x 30.0M,175.56,71.25.90.169,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMR 01,NMR 01,,Sparklight,300.0M x 30.0M,248.75,24.119.46.66,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMR 01,NMR 01- B,,Plateau Telecommunications,500.0M x 500.0M,350.0,64.90.159.209,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMS 02,NMS 02,,CenturyLink,60.0M x 5.0M,149.99,65.102.98.193,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMS 02,NMS 02,,Comcast Workplace,300.0M x 30.0M,175.56,50.243.19.13,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMS 03,NMS 03,,Comcast Workplace,250.0M x 25.0M,186.18,50.213.132.113,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NMS 03,NMS 03- B,,"NMSurf, Inc.",300.0M x 300.0M,129.99,208.85.34.212,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NNM 09,NNM 09,,Comcast Workplace,600.0M x 35.0M,234.45,50.249.116.145,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NVL 03,NVL 03,,Cox Business/BOI,300.0M x 30.0M,266.67,174.67.84.78,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NVL 04,NVL 04,,Cox Business/BOI,300.0M x 30.0M,266.67,174.75.33.72,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NVL 05,NVL 05,,Cox Business/BOI,300.0M x 30.0M,266.67,24.234.148.98,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NVL 06,NVL 06,,Cox Business/BOI,300.0M x 30.0M,266.67,24.234.31.50,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
NVL 07,NVL 07- B,,Cox Business/BOI,300.0M x 30.0M,266.67,174.71.198.86,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
