site_name,csv_site_id,csv_circuit_purpose,csv_provider,csv_speed,csv_monthly_cost,csv_ip_address,db_site_id,db_circuit_purpose,db_provider,db_speed,db_cost,db_ip,db_status,data_source,meraki_network_exists,has_discount_tire_tag,meraki_wan1_provider,meraki_wan1_speed,meraki_wan1_cost,meraki_wan1_ip,meraki_wan2_provider,meraki_wan2_speed,meraki_wan2_cost,meraki_wan2_ip,exclusion_reason,provider_match_status,would_get_dsr_badge
TXH 21,TXH 21 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,104.189.97.233,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 22,TXH 22,,Altice,500.0M x 50.0M,212.77,208.180.4.52,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 23,TXH 23,,Altice West,500.0M x 50.0M,222.23,66.76.13.154,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 24,TXH 24- B,,AT&T Broadband II,300.0M x 300.0M,105.01,99.111.248.9,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 26,TXH 26,,Spectrum,600.0M x 35.0M,244.45,97.77.145.54,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 27,TXH 27,,Comcast Workplace,600.0M x 35.0M,234.45,50.209.109.97,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 27,TXH 27 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,172.0.227.121,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 29,TXH 29,,Comcast Workplace,600.0M x 35.0M,234.45,96.65.228.173,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 29,TXH 29 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,107.221.105.225,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 30,TXH 30,,Comcast Workplace,600.0M x 35.0M,234.45,50.209.107.161,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 30,TXH 30 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,104.50.78.41,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 31,TXH 31,,Comcast Workplace,300.0M x 30.0M,175.56,96.73.85.37,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 31,TXH 31 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,108.193.95.209,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 33,TXH 33,,Comcast Workplace,300.0M x 30.0M,175.56,198.0.88.13,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 33,TXH 33 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,172.0.229.73,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 34,TXH 34- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,23.126.108.177,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 37,TXH 37,,Comcast Workplace,600.0M x 35.0M,234.45,50.188.80.85,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 37,TXH 37 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,75.9.241.201,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 39,TXH 39 -B,,Comcast Workplace,600.0M x 35.0M,234.45,50.197.200.25,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 39,TXH 39- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.65.52.17,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 41,TXH 41- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.236.70.129,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 43,TXH 43,,Altice West,500.0M x 50.0M,222.23,208.180.223.58,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 43,TXH 43 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.249.194.9,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 45,TXH 45,,Comcast Workplace,600.0M x 35.0M,234.45,50.194.168.221,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 46,TXH 46,,Comcast Workplace,600.0M x 35.0M,234.45,96.93.81.173,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 48,TXH 48,,Altice,500.0M x 50.0M,212.77,173.219.22.185,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 49,TXH 49,,Comcast Workplace,600.0M x 35.0M,234.45,74.95.149.213,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 50,TXH 50,,AT&T Broadband II,300.0M x 300.0M,105.01,99.65.252.65,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 51,TXH 51,,Comcast Workplace,600.0M x 35.0M,234.45,50.209.113.169,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 52,TXH 52- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,68.74.126.121,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 53,TXH 53,,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.249.194.1,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 53,TXH 53 - B,,Comcast Workplace,600.0M x 35.0M,234.45,96.73.110.89,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 54,TXH 54,,Comcast Workplace,600.0M x 35.0M,234.45,50.254.126.177,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 55,TXH 55- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.223.37.121,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 56,TXH 56- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,172.10.171.81,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 57,TXH 57,,Comcast Workplace,300.0M x 30.0M,175.56,50.188.77.1,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 58,TXH 58,,Comcast Workplace,600.0M x 35.0M,234.45,96.68.99.209,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 58,TXH 58 -B,,Spectrum,600.0M x 35.0M,172.23,71.11.244.250,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 59,TXH 59,,Spectrum,600.0M x 35.0M,244.45,24.242.165.230,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 59,TXH 59 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,104.189.98.161,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 60,TXH 60,,Comcast Workplace,600.0M x 35.0M,234.45,96.65.229.217,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 60,TXH 60 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,104.50.73.57,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 61,TXH 61,,Comcast Workplace,250.0M x 25.0M,186.18,50.78.223.25,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 61,TXH 61 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,108.72.206.121,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 62,TXH 62,,Spectrum,600.0M x 35.0M,172.23,24.173.224.254,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 62,TXH 62 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.254.202.153,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 63,TXH 63,,Comcast Workplace,600.0M x 35.0M,234.45,96.68.118.181,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 65,TXH 65- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.210.135.209,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 66,TXH 66,,Comcast Workplace,600.0M x 35.0M,234.45,50.197.216.105,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 66,TXH 66 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.125.139.25,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 67,TXH 67,,Comcast Workplace,600.0M x 35.0M,234.45,50.209.113.113,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 67,TXH 67 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,99.111.250.41,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 68,TXH 68,,Comcast Workplace,600.0M x 35.0M,234.45,96.65.254.209,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 69,TXH 69,,Spectrum,600.0M x 35.0M,244.45,70.113.243.122,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 69,TXH 69- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.237.33.129,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 71,TXH 71,,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.201.16.17,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 72,TXH 72,,Comcast Workplace,600.0M x 35.0M,234.45,50.209.108.33,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 72,TXH 72- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.230.160.97,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 73,TXH 73,,Comcast Workplace,300.0M x 30.0M,175.56,96.79.182.253,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 74,TXH 74,,Altice,500.0M x 50.0M,212.77,208.180.4.110,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 75,TXH 75,,Comcast Workplace,600.0M x 35.0M,234.45,96.68.106.113,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 77,TXH 77,,Comcast Workplace,600.0M x 35.0M,234.45,50.208.72.229,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 77,TXH 77- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.29.91.153,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 78,TXH 78,,Comcast Workplace,300.0M x 30.0M,175.56,96.68.115.205,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 78,TXH 78 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,107.221.108.137,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 79,TXH 79,,Comcast Workplace,600.0M x 35.0M,234.45,96.88.55.1,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 80,TXH 80,,Comcast Workplace,600.0M x 35.0M,234.45,23.30.65.17,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 81,TXH 81,,Rise Broadband,15.0M x 3.0M,149.95,216.228.69.228,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 81,TXH 81,,Metronet,300.0M x 300.0M,139.95,195.252.236.111,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 82,TXH 82- B,,AT&T Broadband II,300.0M x 300.0M,105.01,75.51.12.57,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 83,TXH 83,,Comcast Workplace,250.0M x 25.0M,186.18,75.148.168.125,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 84,TXH 84,,Comcast Workplace,600.0M x 35.0M,234.45,50.209.107.33,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 84,TXH 84 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,99.65.249.25,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 85,TXH 85,,Altice West,500.0M x 50.0M,222.23,173.219.73.189,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 87,TXH 87,,Comcast Workplace,600.0M x 35.0M,234.45,96.73.64.77,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 87,TXH 87 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.249.192.97,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 88,TXH 88,,Comcast Workplace,250.0M x 25.0M,186.18,74.95.150.225,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 88,TXH 88 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,68.253.20.105,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 89,TXH 89,,Comcast Workplace,250.0M x 25.0M,186.18,96.79.163.117,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 89,TXH 89 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,108.249.193.65,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 90,TXH 90,,Comcast Workplace,600.0M x 35.0M,234.45,50.209.113.173,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 90,TXH 90 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,172.10.168.145,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 91,TXH 91,,Livcom,200.0M x 200.0M,150.0,8.2.208.171,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 92,TXH 92,,Comcast Workplace,250.0M x 25.0M,186.18,96.88.62.237,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 92,TXH 92- B,,Brightspeed,80.0M x 10.0M,149.99,71.37.162.209,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 93,TXH 93,,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.50.12.161,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 93,TXH 93 -B,,Comcast Workplace,300.0M x 30.0M,175.56,50.188.88.125,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 94,TXH 94,,Comcast Workplace,300.0M x 30.0M,175.56,50.209.110.57,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 94,TXH 94- B,,Consolidated Communications,300.0M x 300.0M,469.0,156.47.163.34,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 95,TXH 95,,Comcast Workplace,250.0M x 25.0M,186.18,96.65.232.233,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 95,TXH 95- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.26.235.241,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 96,TXH 96,,Comcast Workplace,250.0M x 25.0M,186.18,96.85.24.45,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH 97,TXH 97,,AT&T Broadband II,1000.0M x 200.0M,165.0,23.126.108.201,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH SE Flex DTU,TXH SE Flex DTU,,Comcast Workplace,600.0M x 35.0M,234.45,50.209.109.209,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH Training,TXH Training,,Comcast Workplace,300.0M x 30.0M,175.56,75.148.163.185,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH00,TXH00,,Comcast Workplace,300.0M x 30.0M,175.56,96.85.28.9,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXH00,TXH00 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,162.201.19.73,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXHW00,TXHW00,,Comcast Workplace,600.0M x 35.0M,234.45,50.210.214.113,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXHW00,TXHW00 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,99.164.140.169,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXL 01,TXL 01,,Altice West,500.0M x 50.0M,222.23,66.76.182.71,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXL 01,TXL 01-B,,Vexus,250.0M x 250.0M,99.99,216.167.143.148,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
TXL 02,TXL 02,,Altice,500.0M x 50.0M,212.77,208.180.110.229,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
