Site Name,Interface,Status,DSR Provider,ARIN Provider,Match,Action Taken
TXH 77,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TXH 80,WAN1,MISMATCH,Comcast Workplace,FIDELITY NATIONAL TITLE,No,Skipped
TXH 81,WAN1,MISMATCH,Rise Broadband,Metronet,No,Skipped
TXH 85,WAN1,MISMATCH,Altice West,Optimum,No,Skipped
TXH 87,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TXH 88,WAN1,MISMATCH,Comcast Workplace,VESCO BUSINESS PRODUCTS,No,Skipped
TXH 89,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TXH 91,WAN1,MISMATCH,Livcom,Telcom Supply,No,Skipped
TXH 95,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TXL 01,WAN1,MISMATCH,Altice West,Vexus Fiber,No,Skipped
TXL 02,WAN1,MISMATCH,Altice,Optimum,No,Skipped
TXL 03,WAN1,MISMATCH,Altice,Optimum,No,Skipped
TXM 02,WAN1,MISMATCH,Altice,Optimum,No,Skipped
TXM 03,WAN1,MISMATCH,Altice,AT&T,No,Skipped
TXS 12,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXS 13,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXS 14,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXS 16,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXS 24,WAN1,MISMATCH,Spectrum,"AT&T Enterprises, LLC",No,Skipped
TXS 26,WAN1,MISMATCH,Spectrum,GVTC-DIALUP DYNAMIC POOL,No,Skipped
TXS 29,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXS 30,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXS 31,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXW 01,WAN1,MISMATCH,Altice,AT&T,No,Skipped
TXW 02,WAN1,MISMATCH,Altice,Optimum,No,Skipped
TXW 03,WAN1,MISMATCH,Altice West,Optimum,No,Skipped
TXW 04,WAN1,MISMATCH,Altice,Optimum,No,Skipped
TXW 05,WAN1,MISMATCH,Altice,Optimum,No,Skipped
TXW 06,WAN1,MISMATCH,Altice West,Optimum,No,Skipped
TXW 07,WAN1,MISMATCH,Altice West,Optimum,No,Skipped
TXW 08,WAN1,MISMATCH,Harris Broadband,"Grande Communications Networks, LLC",No,Skipped
TXW 09,WAN1,MISMATCH,Altice,Optimum,No,Skipped
UTS 12,WAN1,MISMATCH,TDS Cable,Frontier Communications,No,Skipped
UTS 22,WAN1,MISMATCH,Centracom,Private Customer,No,Skipped
VAR 03,WAN1,MISMATCH,Comcast Workplace,Verizon,No,Skipped
VAW 01,WAN1,MISMATCH,Comcast Workplace,Ntelos - WYBO FTTP Static Range,No,Skipped
WAE 04,WAN1,MISMATCH,Spectrum,Ziply Fiber,No,Skipped
WAS 18,WAN1,MISMATCH,Spectrum,Ziply Fiber,No,Skipped
WAS 20,WAN1,MISMATCH,Comcast Workplace,CASEINTEL CORPORATION,No,Skipped
WAS 21,WAN1,MISMATCH,Comcast Workplace,VICTORY STUDIOS,No,Skipped
WAS 23,WAN1,MISMATCH,ComcastAgg CLink,CenturyLink,No,Skipped
WAS 28,WAN1,MISMATCH,Comcast Workplace,Wave Broadband,No,Skipped
WIA 02,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
WIG 01,WAN1,MISMATCH,Spectrum,CINCINNATI TENANT,No,Skipped
WIM 06,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
WIO 01,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
WYO 03,WAN1,MISMATCH,Mountain West Technologies,Titan Electric ,No,Skipped
ALB 01,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
ALM 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ALM 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ALM 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ALM 04,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
ALN 02,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
ALS 01,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
ARL 01,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
ARL 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ARL 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ARL 05,WAN2,MATCH,Ritter Communications,Ritter Communications,Yes,Updated
ARO 03,WAN2,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
ARO 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ARO 05,WAN2,MATCH,Ritter Communications,Ritter Communications,Yes,Updated
AZP 09,WAN2,MATCH,EB2-Lumen DSL,CenturyLink,Yes,Updated
AZP 18,WAN2,MATCH,EB2-CenturyLink DSL,CenturyLink,Yes,Updated
AZP 21,WAN2,MATCH,CenturyLink/Embarq,CenturyLink,Yes,Updated
AZP 24,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
AZP 26,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
AZP 27,WAN2,MATCH,CenturyLink/Qwest,CenturyLink,Yes,Updated
AZP 28,WAN2,MATCH,CenturyLink/Qwest,CenturyLink,Yes,Updated
AZP 29,WAN2,MATCH,EB2-Lumen DSL,CenturyLink,Yes,Updated
AZP 30,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
AZP 37,WAN2,MATCH,CenturyLink/Qwest ,CenturyLink,Yes,Updated
AZP 43,WAN2,MATCH,CenturyLink ,"CenturyLink Communications, LLC",Yes,Updated
AZP 46,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
AZP 54,WAN2,MATCH,CenturyLink/Qwest,CenturyLink,Yes,Updated
AZT 02,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
CAL 02,WAN2,MATCH,Frontier MetroFiber,Frontier Communications,Yes,Updated
CAL 08,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAL 21,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAL 22,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAL 26,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAL 49,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
CAN_00,WAN2,MATCH,AT&T,AT&T,Yes,Updated
CAN 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAN 10,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAN 13,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAN 17,WAN2,MATCH,AT&T Broadband,AT&T,Yes,Updated
CAN 19,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAN 21,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAN 22,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAN 33,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAN 39,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAN 41,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAN 47,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAN 48,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAN 51,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAN 56,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAN 60,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
CAN 61,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
CAS_00,WAN2,MATCH,Cox Communications,Cox Communications,Yes,Updated
CAS 07,WAN2,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
CAS 10,WAN2,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
CAS 22,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAS 23,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAS 24,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAS 27,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAS 31,WAN2,MATCH,Spectrum,Charter Communications Inc,Yes,Updated
CAS 39,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAS 43,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAS 51,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
CAS 53,WAN2,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
COB 01,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
COD 21,WAN2,MATCH,CenturyLink/Qwest,CenturyLink,Yes,Updated
COD 25,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
COD 32,WAN2,MATCH,CenturyLink/Qwest,CenturyLink,Yes,Updated
COG 01,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
COP 03,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
COS 03,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
FLD 01,WAN2,MATCH,Spectrum,"Charter Communications, Inc",Yes,Updated
FLD 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLG 03,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
FLJ 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLJ 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLJ 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLJ 07,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLJ 10,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLJ 12,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
FLM 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLM 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLO 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLO 06,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLO 12,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLO 14,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
FLO 15,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
FLP 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLP 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLS 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLS 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
FLS 04,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
GAA 06,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
GAA 11,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
GAA 17,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
GAA 24,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
GAA 26,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
GAA 29,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
GAA 32,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
GAA 39,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
GAACALLCNTR,WAN2,MATCH,Charter Communications,Charter Communications,Yes,Updated
GAE 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
GAE 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
GAN 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
IAC 01,WAN2,MATCH,EB2-Lumen DSL,"CenturyLink Communications, LLC",Yes,Updated
IAC 02,WAN2,MATCH,ImOn Communications,ImOn Communications,Yes,Updated
IAD 01,WAN2,MATCH,Metronet,Metronet,Yes,Updated
IAD 04,WAN2,MATCH,Metronet,Metronet,Yes,Updated
IAD 05,WAN2,MATCH,Metronet,Metronet,Yes,Updated
IAN 02,WAN2,MATCH,Century Link/Qwest,CenturyLink,Yes,Updated
IDB 03,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
IDB 05,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
IDB 07,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
ILC_00,WAN2,MATCH,AT&T,AT&T,Yes,Updated
ILC 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ILC 08,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ILC 14,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ILC 21,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
ILC 25,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ILC 27,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ILC 30,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ILC 32,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ILC 34,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
ILC 35,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ILC 36,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ILC 37,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
ILW 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
INE 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
INE 02,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
INI_00,WAN2,MATCH,Charter Communications,Charter Communications,Yes,Updated
INI 01,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
INI 08,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
INI 12,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
INI 13,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
INI 15,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
INI 16,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
INJ 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
INN 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
INW 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
KSK_00,WAN2,MATCH,AT&T,AT&T,Yes,Updated
KSK 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
KSK 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
KSL 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
KSM 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
KSM 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
KST 01,WAN2,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
KSW 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
KSW 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
KYB 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
KYL 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
KYL 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
LAS 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
LAS 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIA 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIA 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIA 16,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MID 04,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
MID 06,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MID 10,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MID 11,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MID 12,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MID 22,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MID 26,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MID 27,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIF 25,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
MIG 08,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIG 09,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIG 24,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIG 29,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIG 30,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIH 27,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIK 06,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIK 14,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIK 30,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIK 31,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIL 00,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIM 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIS 12,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIS 17,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MIS 20,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MNM 07,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
MNM 08,WAN2,MATCH,EB2-Centurylink DSL,"CenturyLink Communications, LLC",Yes,Updated
MNM 13,WAN2,MATCH,EB2-Lumen DSL,CenturyLink,Yes,Updated
MNM 22,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
MNM 23,WAN2,MATCH,EB2-Centurylink DSL,"CenturyLink Communications, LLC",Yes,Updated
MOK 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MOK 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MOK 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MOK 06,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MON 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MOO 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MOO 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MOS 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MOS 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MOS 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MSN 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
MSN 02,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
NCC 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 06,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 07,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 08,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
NCC 09,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 10,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 16,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 17,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 23,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 24,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 25,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 33,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 35,WAN2,MATCH,Metronet,Metronet,Yes,Updated
NCC 36,WAN2,MATCH,GreenLight,Greenlight,Yes,Updated
NCC 37,WAN2,MATCH,MetroNet,Metronet,Yes,Updated
NCC 39,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 41,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NCC 42,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
NCC 45,WAN2,MATCH,Brightspeed,Level 3 Parent,Yes,Updated
NCC 47,WAN2,MATCH,MetroNet,Metronet,Yes,Updated
NCC 52,WAN2,MATCH,Metronet,Metronet,Yes,Updated
NMA_00,WAN2,MATCH,CenturyLink,CenturyLink,Yes,Updated
NMA 04,WAN2,MATCH,Unite Private Networks,Unite Private Networks LLC.,Yes,Updated
NMA 09,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
NMF 01,WAN2,MATCH,EB2-Centurylink DSL,"CenturyLink Communications, LLC",Yes,Updated
NMS 02,WAN2,MATCH,CenturyLink,CenturyLink,Yes,Updated
NVL 08,WAN2,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
NVR 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NVR 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
NVR 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OHC 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OHC 07,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OHC 10,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OHD 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OHD 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OHN 02,WAN2,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
OHN 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OHS 03,WAN2,MATCH,Altafiber,Altafiber,Yes,Updated
OHS 04,WAN2,MATCH,Altafiber,Altafiber,Yes,Updated
OHT 01,WAN2,MATCH,Buckeye Broadband Business,"Buckeye Cablevision,",Yes,Updated
OHT 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OKA 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OKO 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OKO 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OKO 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OKO 07,WAN2,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
OKO 08,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OKO 09,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OKO 10,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OKO 11,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
OKO 15,WAN2,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
OKT 05,WAN2,MATCH,BTC Broadband,BTC Broadband,Yes,Updated
OKT 06,WAN2,MATCH,BTC Broadband,BTC Broadband Inc.,Yes,Updated
ORM 01,WAN2,MATCH,Hunter Communications,HUNTER COMMUNICATIONS,Yes,Updated
ORM 02,WAN2,MATCH,Hunter Communications,HUNTER COMMUNICATIONS,Yes,Updated
SCA 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
SCC 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
SCC 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
SCC 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
SCC 06,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
SCC 10,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
SCC 11,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
SCC 12,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
SCC 16,WAN2,MATCH,WideOpenWest,WideOpenWest Finance LLC,Yes,Updated
SCC 18,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
SCC 19,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
SDS 01,WAN2,MATCH,EB2-Centurylink DSL,"CenturyLink Communications, LLC",Yes,Updated
TNC 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TNC 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TNC 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TNK 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TNM 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TNM 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TNM 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TNN_00,WAN2,MATCH,Comcast,Comcast,Yes,Updated
TNN 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TNN 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TNN 07,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TNN 09,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TNN 10,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TNN 13,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
TNN 16,WAN2,MATCH,AT&T Broadband II ,AT&T,Yes,Updated
TXA 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXA 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXA 06,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXA 08,WAN2,MATCH,Unite Private Networks,Unite Private Networks.,Yes,Updated
TXA 10,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXA 14,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXA 15,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXA 16,WAN2,MATCH,Unite Private Networks,Unite Private Networks LLC.,Yes,Updated
TXA 19,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXA 21,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXC 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXC 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXC 08,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXC 09,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXC 12,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
TXC 13,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXC 14,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXC 16,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXC 17,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXC 20,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 06,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 09,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
