Site Name,Circuit Purpose,Status,IP Address,Circuits Table Provider,Circuits Table Speed,Enriched Network Name,Enriched Provider,Enriched Speed,DSR Provider,DSR Speed,Has Meraki Notes,Notes Preview
UTS 26,Secondary,Enabled,209.33.214.82,Infowest Inc,250.0M x 250.0M,UTS 26,VZW Cell,Cell,Infowest Inc,250.0M x 250.0M,Yes,"WAN 1
Infowest Inc
250.0M x 250.0M
WAN 2
VZW Cell
Cell..."
UTS W02,Primary,Order Canceled,NaN,NaN,,UTS W02,DSR Comcast Cable,600.0 M,,,Yes,"WAN 1
DSR Comcast Cable
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
UTS W02,Secondary,Order Canceled,NaN,Comcast Workplace,500.0M x 30.0M,UTS W02,VZW Cell,Cell,,,Yes,"WAN 1
DSR Comcast Cable
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
VAR 01,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,VAR 01,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
VAR 01,Secondary,No Service Available,NaN,NSA,,VAR 01,VZW Cell,Cell,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
VAR 00,Primary,Enabled,50.210.2.145,Comcast Workplace,750.0M x 35.0M,VAR_00,Comcast,600.0 M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast
600.0M x 35.0M
WAN 2
Digi
Cell..."
VAR 00,Secondary,No Service Available,NaN,NSA,,VAR_00,Digi,Cell,,,Yes,"WAN 1
Comcast
600.0M x 35.0M
WAN 2
Digi
Cell..."
WAE 01,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,WAE 01,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Verizon Business..."
WAE 01,Secondary,Order Canceled,NaN,EB2-Lumen DSL,140.0M x 20.0M,WAE 01,Verizon Business,Cell,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Verizon Business..."
WAE 02,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,WAE 02,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 300.0M
WAN 2
Verizon Business..."
WAE 02,Secondary,No Service Available,NaN,NSA,,WAE 02,Verizon Business,Cell,,,Yes,"WAN 1
Comcast
300.0M x 300.0M
WAN 2
Verizon Business..."
WAS 09,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,WAS 09,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Digi
Cell..."
WAS 09,Secondary,No Service Available,NaN,NSA,,WAS 09,Digi,Cell,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Digi
Cell..."
WAS 11,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,WAS 11,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Digi
Cell..."
WAS 11,Secondary,Order Canceled,NaN,NaN,,WAS 11,Digi,Cell,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Digi
Cell..."
WAS 14,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,WAS 14,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Digi
Cell..."
WAS 14,Secondary,No Service Available,NaN,NSA,80.0M x 10.0M,WAS 14,Digi,Cell,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Digi
Cell..."
WAS 23,Primary,Order Canceled,NaN,Lumen Fiber Plus ,500.0M x 500.0M,WAS 23,ComcastAgg CLink,10.0 M,,,Yes,"WAN 1
ComcastAgg CLink
10.0M x 1.0M
WAN 2
Digi
Cell..."
WAS 23,Secondary,Construction In Progress,NaN,Astound,300.0M x 300.0M,WAS 23,Digi,Cell,,,Yes,"WAN 1
ComcastAgg CLink
10.0M x 1.0M
WAN 2
Digi
Cell..."
WDTD 01,Primary,Order Canceled,NaN,AT&T Broadband II,1000.0M x 1000.0M,WDTD 01,AT&T,1000.0 M,,,Yes,"WAN 1
AT&T
1000.0M x 1000.0M
WAN 2
ATT
100.0M x 10.0M..."
